---------- LEXICON ----------
enfiados - 3
enfiava-lhe - 1
enfiei - 6
enfim - 2
enfiou - 3
enforque-me - 1
enganadas - 1
enganado - 1
enganando-me - 1
enganar - 3
enganar-te - 1
enganas-te - 1
engano - 3
engasgada - 1
engenho - 9
engenhosas - 1
engolir - 1
engommadas - 1
engrolavamos - 1
engrossar - 1
enlevado - 1
enojou - 1
enorme - 3
enredo - 1
enriquecia - 1
enrolado - 1
enroscavam-se - 1
enruguei - 1
ensaiava - 1
ensaio - 1
ensaios - 2
ensinadas - 1
ensinamentos - 1
ensinando - 1
ensinar - 2
ensinar-lhe - 1
ensinasse - 1
ensinassem - 2
ensinava - 1
ensine - 1
ensinou - 1
ensinou-lhe - 1
ensurdecia - 1
ensuring - 1
então - 101
ente - 1
entenda - 1
entenda-se - 1
entendel-as - 1
entendem - 1
entendendo - 1
entender - 8
entendera - 1
entenderá - 1
entenderam - 2
entenderia - 1
entendermos - 1
entendesse - 1
entendeu - 3
entendi - 4
entendí - 1
entendia - 2
entendido - 4
entendo - 5
enternecia - 1
enterra-se - 1
enterrada - 1
enterrado - 2
enterrados - 1
enterral-as - 1
enterrar-me - 1
enterro - 14
enterrou-se - 1
enthusiasmado - 2
enthusiasmo - 2
entity - 3
entoaram - 1
entornei - 1
entra - 8
entrada - 9
entrado - 3
entramos - 2
entrámos - 2
entrando - 4
entranhas - 1
entrar - 32
entrará - 1
entrára - 1
entraram - 3
entrarão - 1
entraria - 1
entrarmos - 1
entrasse - 2
entrassem - 1
entrava - 5
entravam - 1
entravamos - 1
entre - 50
entre-aberta - 1
entregal-o - 1
entregar - 1
entregou-lhe - 1
entregou-se-me - 1
entrei - 16
entrelaçassem - 1
entretanto - 14
entrevista - 1
entro - 5
entrou - 20
entrou-me - 1
envelhecendo - 1
envelhecer - 1
envelheceu - 1
envenenadas - 2
envergonhadissimo - 1
envergonhado - 1
enviuvou - 4
envolta - 1
envolve - 1
envolver - 1
envolver-me - 1
envolvia - 2
envolviam - 1
envolvido - 1
enxovalhada - 1
enxovalham - 1
enxugadas - 1
enxugando - 1
enxugava - 2
enxugou - 6
enxugou-as - 1
enxugue - 1
enxuguei - 3
epigramma - 1
episodio - 1
episodios - 1
epistola - 2
equilibrada - 1
equipment - 3
equitação - 1
equivalia - 1
equivocação - 1
era - 553
eram - 105
eramos - 8
éramos - 3
eras - 4
ergo - 1
erguendo-me - 1
erguer - 1
erguer-se - 1
ergueram - 1
ergueu - 1
ergueu-os - 1
ergueu-se - 7
ergui-me - 2
erguia - 4
erguiam-se - 1
errava - 1
erro - 6
errors - 1
erros - 2
erudição - 1
erudito - 1
és - 2
esbaforido - 1
esbeltas - 1
esbelto - 1
esbogalhados - 1
esburacando - 2
escada - 6
escadas - 2
escancararam-se - 1
escanchado - 1
escanchou-me - 1
escandalo - 1
escapam - 1
escapava - 2
escapavam - 1
escapei - 4
escapou - 3
escarneo - 1
escarninho - 1
escassa - 2
escasso - 1
esclarecel-o - 1
escobar - 111
escobares - 1
escocia - 1
escola - 12
escolas - 2
escolha - 4
escolhemos - 1
escolhendo - 1
escolher - 5
escolhi - 2
escolhia - 2
escolhidos - 1
escomilha - 1
escondel-a - 1
esconder - 2
esconderijo - 1
escondi-me - 1
escondia - 1
escondidas - 2
escondido - 2
esconjuros - 1
escovado - 1
escrava - 2
escravas - 2
escravatura - 1
escravidão - 1
escravo - 2
escravos - 4
escreve - 1
escreve-me - 1
escrevel-a - 1
escrevel-o - 1
escrevel-os - 1
escrevendo - 5
escrevendo-me - 1
escrever - 18
escrever-me - 1
escrevera - 1
escreveria - 1
escrevesse - 2
escreveu - 2
escrevi - 5
escrevia - 2
escrevo - 2
escripta - 4
escriptas - 1
escripto - 8
escriptor - 3
escriptorio - 3
escriptos - 2
escriptura - 8
escripturação - 1
escrupulo - 5
esculpir - 1
esculptor - 3
escura - 6
escuras - 3
escureceu - 1
escuridão - 1
escuro - 4
escuros - 2
escusado - 1
escusai - 1
escuta - 2
escutai - 1
escutai-a - 1
escutal-a - 1
escutando-me - 1
escutar - 2
escutava - 3
escutavamos - 1
escute - 2
esforço - 4
esforços - 4
esfriou - 1
esganada - 1
esganei - 1
esgarçam - 1
esgarçando - 1
eslava - 1
esmorece - 1
espaçar - 1
espaço - 7
espada - 4
espadas - 1
espaduas - 1
espairecer - 2
espaldar - 1
espalhadamente - 1
espalhados - 1
espalhavam-se - 1
espalhou - 1
espancaram - 1
espantada - 3
espantadas - 1
espantado - 6
espantar - 1
espanto - 3
espantou - 1
espantou-me - 1
especial - 6
especially - 1
especie - 13
especificas - 1
especifico - 1
espectaculo - 4
espectaculos - 1
espectador - 2
espectadores - 1
especulador - 1
espelhinho - 2
espelho - 4
espera - 6
espera-me - 1
esperado - 1
esperam - 1
esperámos - 1
esperança - 9
esperanças - 9
esperando - 8
esperar - 11
esperasse - 3
esperassemos - 1
esperava - 7
esperavam-me - 1
esperavamos - 1
esperávamos - 1
esperavas - 1
espere - 2
esperei - 5
esperneando - 1
espero - 1
esperou - 4
esperou-me - 1
espertar - 1
espertar-me - 1
esperteza - 1
espetando-me - 1
espetava - 1
espetou-me - 1
espiar - 3
espiava - 3
espinho - 1
espirito - 9
espirituaes - 1
espiritual - 4
espiritualidade - 1
espiritualisaram - 1
espiritualmente - 1
espontaneamente - 2
espontaneo - 1
esposa - 6
espreitando - 1
espreitar - 1
espreitara - 1
espreitou-me - 1
espressão - 1
esqueça - 6
esqueçaes - 1
esqueçamos - 1
esqueças - 1
esquece - 4
esquece-me - 2
esquecendo - 2
esquecer - 11
esquecera - 2
esqueceram - 1
esquecerei - 1
esquecestes - 1
esqueceu - 6
esquecia - 2
esquecidas - 2
esquecido - 4
esquecidos - 1
esquecimento - 1
esquecimentos - 2
esqueço - 1
esquerda - 11
esquerdo - 2
esquina - 3
esquivo - 1
esquivos - 1
essa - 20
essas - 10
esse - 25
essence - 2
essencia - 3
essencial - 2
essencialmente - 1
esses - 7
esta - 95
está - 68
está-me - 1
estabelecer - 1
estabeleceu - 1
estacando - 1
estacava - 1
estacavam - 1
estações - 1
estacou - 1
estada - 1
estado - 6
estados - 1
estados-unidos - 1
estalar - 1
estalinhos - 1
estalou - 1
estamos - 5
estando - 4
estante - 1
estão - 10
estar - 30
estará - 3
estarei - 1
estaria - 5
estariam - 3
estariamos - 1
estas - 17
estás - 3
estava - 89
estavam - 13
estavamos - 8
este - 88
estendendo - 2
estender - 1
estenderam - 1
estenderia - 1
estendeu - 1
estendeu-me - 1
estendeu-nos - 1
estendi - 1
estendido - 1
esterlinas - 4
estes - 5
esteve - 4
esticadas - 2
esticados - 1
esticou-se - 1
estima - 5
estimação - 1
estimamos - 1
estimar-se - 1
estimava - 2
estimei - 2
estimo - 1
estio - 1
estipendio - 1
estirado - 2
estirados - 1
estirei-me - 1
estirou - 1
estive - 6
estivemos - 1
estiver - 4
estivera - 6
estivesse - 12
estivessem - 2
estomago - 2
estou - 27
estourasse - 1
estrada - 2
estragava - 1
estragues - 1
estranjeiras - 1
estréa - 1
estréas - 1
estreita - 1
estreitaram - 1
estreitas - 2
estrellas - 4
estremecer - 3
estremeci - 1
estremeções - 1
estrepito - 3
estribilho - 1
estribo - 1
estrume - 1
estuda - 1
estudado - 1
estudando - 2
estudante - 4
estudar - 7
estude - 1
estudo - 2
estudos - 9
estudou - 1
estupefacção - 2
estupido - 2
estylo - 3
esvaiu - 1
etc - 5
eterna - 9
eternas - 2
eternidade - 3
eterno - 3
eternos - 2
etymologia - 1
eu - 531
europa - 22
eva - 1
evangelho - 2
evangelico - 1
even - 2
evidencia - 1
evidente - 1
evidentemente - 3
evitado - 1
evitar - 4
evocação - 1
evocar - 1
evocára - 1
evocava - 3
evoquei - 1
ex-seminarista - 1
exacta - 4
exactamente - 4
exactas - 1
exactidão - 1
exacto - 5
exageração - 3
exalçar-se - 1
exaltada - 1
exaltado - 1
examina - 1
examinadas - 1
examinando - 1
examinar - 4
examinasse - 1
examinei - 2
excedem - 1
excedentes - 1
excedia - 1
excellente - 3
excellentes - 1
excellentissima - 3
excelso - 1
except - 4
excessivas - 1
excessivo - 1
excessivos - 1
excesso - 1
exclamação - 5
exclamações - 1
exclamava - 2
exclamei - 2
exclamou - 5
exclusion - 1
exclusiva - 1
exclusivamente - 3
exclusivismo - 1
exclusões - 1
excrescencia - 1
excusado - 1
excusar - 1
execro - 1
execução - 2
executa - 1
executada - 2
executal-a - 1
executar - 2
executava - 1
exemplar - 3
exemplo - 13
exemplos - 2
exempt - 2
exercendo - 1
exerceriam - 1
exercicios - 1
exercitos - 1
exhaurir-me - 1
exhortava - 1
exigia - 1
exigir - 1
existe - 2
existem - 1
existencia - 5
existira - 1
exists - 1
exito - 1
expansivo - 2
expansões - 1
expend - 1
expense - 1
expenses - 2
experimentar - 2
experimentar-me - 1
experimentei - 1
experimentemos - 1
expira - 1
expirar - 1
explanation - 2
explica - 5
explica-se - 1
explicação - 7
explicações - 4
explicadas - 1
explicado - 6
explicam - 2
explicando - 1
explicar - 7
explicar-te - 1
explicará - 1
explicariam - 1
explicasse - 3
explicava - 2
explicaveis - 1
explico - 3
explico-me - 1
explicou - 5
explicou-me - 1
explicou-se - 2
explique-me - 1
expliquei - 4
expliquei-lh - 1
expliquei-lhe - 4
expliquemos - 2
explosão - 1
expôl-o - 1
exponho-lhe - 1
expòr - 1
expôr-me - 1
exporting - 1
exposição - 5
expoz-me - 1
express - 1
expressão - 5
expressões - 3
exprime - 1
exprimem - 1
exprimia - 1
expulsas - 1
expulso - 1
expunha-lhe - 1
expuz - 1
exquisita - 3
exquisitas - 1
exquisitos - 1
extended - 2
extensão - 1
extent - 1
exterior - 1
exteriores - 1
externas - 1
externo - 3
extincção - 1
extincto - 2
extranha - 1
extranho - 3
extranhos - 2
extraordinariamente - 3
extraordinarias - 1
extraordinario - 3
extraordinário - 1
extraordinarios - 1
extremos - 1
extremosos - 1
ezequiel - 52
f - 11
faça - 9
faça-lhe - 1
façam - 1
faças - 1
face - 2
faceira - 1
faceis - 3
faces - 2
facil - 2
facilidade - 4
facilimos - 1
facility - 1
facilmente - 4
faço - 9
facto - 3
faculdade - 1
fada - 3
fadas - 1
fadiga - 2
fala - 6
fala-se - 1
faladeira - 1
falado - 6
falam - 2
falamos - 1
falámos - 2
falando - 13
falando-me - 1
falar - 49
falar-lhe - 7
falar-lhe-hia - 1
falar-me - 5
falar-te - 1
falara - 2
falará - 3
falára - 2
falaram - 1
falaramos - 1
falaremos - 1
falaria - 5
falasse - 4
falassemos - 1
falava - 29
falava-lhe - 1
falava-me - 1
falavam - 6
falavamos - 2
fale - 8
falei - 8
falemos - 2
falha - 1
falho - 1
falhou - 1
fallecera - 1
fallecèra - 1
falliu - 1
falo - 3
falou - 17
falou-lhe - 1
falou-me - 4
falsas - 1
falso - 1
falsos - 1
falta - 13
falta-me - 1
faltam - 1
faltam-nos - 1
faltando - 2
faltar - 4
faltarem - 1
faltasse - 2
faltassem - 1
faltava - 3
faltava-me - 1
falto - 1
faltou - 2
faltou-me - 1
familia - 21
familiar - 1
familiares - 3
familiaridade - 2
familiarmente - 1
familias - 3
famulos - 1
fantasia - 2
fantasias - 1
fantastica - 1
fantasticas - 1
fará - 4
farça - 1
farei - 1
faria - 13
fariam - 3
fariamos - 2
fartam - 1
fartavam - 1
farto - 1
fastio - 1
fatal - 1
fatidica - 1
fausto - 1
favor - 19
favores - 2
faz - 18
faz-se - 1
fazei-a - 1
fazel-a - 1
fazel-as - 2
fazel-o - 11
fazem - 7
fazem-se - 2
fazenda - 1
fazendo - 6
fazendo-lhe - 1
fazendo-me - 2
fazendola - 1
fazer - 42
fazer-lhe - 1
fazer-me - 1
fazer-se - 2
fazer-se-lhe - 1
fazia - 21
fazia-me - 3
faziam - 5
faziam-lhe - 1
faziam-se - 1
faziamos - 1
fé - 6
febre - 10
febres - 5
febricula - 1
fechadas - 2
fechado - 1
fechadura - 1
fechaduras - 1
fechal-o - 2
fechámol-o - 1
fechando - 3
fechando-me - 1
fechar - 5
fechava - 2
fechava-me - 2
fechava-se - 1
fechei - 3
fechou - 3
fecunda - 1
federal - 2
fee - 8
fees - 4
feia - 3
feias - 1
feição - 4
feições - 5
feijó - 1
feio - 11
feios - 3
feira - 3
feita - 8
feitas - 3
feiticeira - 1
feiticeiras - 1
feitio - 1
feito - 14
feitor - 1
feitos - 3
feixe - 2
fel-a - 1
fel-o - 3
felicidade - 17
felicidades - 1
feliz - 15
felizes - 5
felizmente - 1
feminis - 1
fendas - 1
fere - 2
feretro - 1
férias - 6
ferida - 4
feril-os - 1
fernandes - 2
ferro - 1
ferrolho - 1
fertil - 1
fervor - 1
festa - 2
festas - 5
festejando - 1
festejar - 1
few - 1
fez - 54
fez-lhe - 3
fez-me - 15
fez-nos - 3
fez-se - 19
fiado - 1
fica - 23
ficado - 1
ficam - 1
ficámos - 10
ficando - 4
ficar - 25
ficará - 2
ficára - 3
ficaram - 6
ficaria - 1
ficasse - 4
ficassem - 2
ficassemos - 1
ficava - 15
ficavam - 1
ficavamos - 1
fico - 1
ficou - 24
ficou-lhe - 1
fidalgo - 1
fidelidade - 2
fiduciaria - 1
fieis - 2
figura - 10
figurão - 1
figuras - 4
fil-a - 1
fil-o - 1
fila - 1
file - 1
files - 1
filha - 33
filhinha - 2
filho - 79
filhos - 1
filiação - 1
filial - 1
fillipinas - 1
fim - 50
fina - 6
finada - 1
finado - 4
final - 13
finalmente - 9
financial - 1
finas - 6
findo - 1
fineza - 2
finezas - 2
fingir - 1
fino - 2
finos - 2
fio - 3
fios - 1
fique - 4
fiquei - 32
fiquem - 1
fiquemos - 4
firme - 4
fiscal - 1
fita - 2
fital-o - 1
fitando - 1
fitando-me - 1
fitar - 2
fitaram - 1
fitas - 1
fitava - 4
fitavam - 2
fitavam-se - 1
fitness - 1
fitou - 2
fitou-me - 2
fix - 1
fixa - 3
fixar - 2
fixaram-se - 1
fiz - 23
fiz-lhe - 1
fiz-me - 3
fizemos - 3
fizer - 1
fizera - 10
fizeram - 10
fizeram-me - 1
fizeram-se - 1
fizesse - 13
fizessemos - 1
flamengo - 10
flexivel - 1
flor - 2
flòr - 13
flôr - 5
flora - 1
florear - 1
flores - 4
flôres - 2
fluido - 3
fogo - 3
foi - 223
foi-se - 1
folego - 1
folgado - 1
folha - 1
folhagem - 1
folhas - 5
folhear - 2
folheava - 1
folheto - 2
fólhos - 1
follow - 1
following - 4
fomos - 5
fontes - 1
for - 28
fòr - 1
fôr - 5
fora - 9
fóra - 39
fòra - 2
fôra - 2
foram - 25
foram-se - 1
forca - 1
força - 22
forças - 5
forcejava - 1
forem - 1
forjar - 1
form - 4
fórma - 3
formado - 1
formalidade - 1
formalmente - 1
formam - 3
formando - 1
fórmas - 2
format - 4
formats - 1
formem - 1
formosa - 1
formosura - 1
formula - 4
formulei - 2
fòro - 3
fôro - 1
forrar-me - 1
fortalecer - 1
fortalecer-me - 1
fortaleceram-me - 1
fortaleza - 3
forte - 5
fortes - 3
forth - 8
fortuna - 4
fortunata - 12
forty - 1
fosse - 83
fossem - 9
fossemos - 2
found - 2
foundation - 25
fraca - 1
fracos - 1
frade - 1
fragil - 1
franca - 3
francamente - 7
francez - 2
francezas - 1
francisco - 1
franklin - 1
franqueza - 2
franziu - 1
fraternaes - 1
free - 9
freely - 4
freguez - 1
freguezes - 1
freio - 1
freire - 1
freneticos - 1
frente - 4
frequencia - 1
frequentam - 1
frequentemente - 1
fresca - 4
frescas - 1
fresco - 1
frescor - 1
fria - 2
frias - 2
frieza - 1
frio - 5
frivolas - 1
from - 15
fronde - 1
fronteiro - 1
frouxissimos - 1
fructo - 2
fruta - 1
fuga - 1
fugi - 1
fugia - 1
fugia-lhe - 1
fugia-me - 2
fugiam - 1
fugida - 1
fugidios - 1
fugindo - 2
fugindo-lhe - 1
fugir - 5
fugir-me - 2
fugiram - 1
fugisse - 3
fugitiva - 1
fugitivos - 2
fugiu - 3
fui - 53
fui-me - 3
fulguração - 1
fulgurante - 1
fulguraram - 1
full - 13
fulo - 1
fumar - 1
fumega - 1
fumos - 1
funccões - 1
fundamentar - 1
fundidas - 2
fundindo-se - 1
fundo - 11
fundos - 3
funebre - 1
furados - 1
furia - 2
furiosas - 2
furor - 1
furtar - 1
further - 1
furtivamente - 1
furtivos - 1
furto - 2
fusco - 3
futura - 1
futuras - 1
future - 3
futuro - 9
futuros - 1
g - 1
gabados - 1
gabinete - 10
gabriel - 1
gaiato - 1
gaiola - 2
gaiolas - 1
galante - 1
galanterias - 1
galhofa - 1
gallinha - 1
gamão - 5
gana - 1
ganha - 2
ganha-se - 3
ganhando - 1
ganhar - 2
ganhava - 1
ganho - 2
garbo - 1
garganta - 3
garnier - 1
garridos - 1
gasta - 1
gasta-se - 1
gastadeira - 1
gastámos - 2
gastar - 2
gastaria - 2
gastas - 1
gastava - 1
gastei - 1
gasto - 1
gastou - 1
gato - 9
gaturamo - 1
gaveta - 1
gazetas - 1
geito - 4
geitoso - 1
gemeos - 1
gemia - 1
gemido - 1
genealogicamente - 1
generaes - 1
general - 3
generations - 2
genero - 3
generosidade - 1
generously - 2
genesis - 1
genio - 4
gente - 39
geographicamente - 1
geologia - 1
geração - 1
gerações - 1
gerado - 2
geral - 3
gestes - 2
gesto - 45
gestos - 19
giros - 1
give - 4
given - 1
gloria - 58
glorias - 1
glotão - 1
goals - 1
gola - 1
gole - 2
golodice - 1
golpe - 3
golpes - 1
gonçalves - 1
gorda - 1
gordo - 2
gorducha - 1
gordura - 1
gosar - 1
goso - 2
gosta - 7
gostam - 1
gostamos - 1
gostando - 4
gostar - 2
gostar-me - 1
gostaram - 1
gostaria - 2
gostasse - 2
gostava - 15
gostavam - 1
gostavas - 2
goste - 1
gostei - 4
gosto - 31
gósto - 2
gostou - 6
gouache - 1
govern - 1
governasse - 1
governo - 1
governou - 2
goza - 1
gozado - 1
gozarmos - 1
gozo - 1
graça - 28
graças - 6
gracejando - 1
gracejo - 1
graciosa - 1
graciosas - 1
gracioso - 1
gradeadas - 1
grades - 2
graduação - 2
grande - 66
grandes - 22
grandeza - 1
granted - 1
grão - 1
grata - 1
gratefully - 1
gratificação - 1
grato - 1
grava - 1
gravador - 2
gravata - 3
grave - 8
gravemente - 2
graves - 3
gravidade - 1
gravissimo - 3
gravura - 2
gravuras - 2
grecia - 1
grego - 2
grieux - 2
grinaldas - 1
grisalho - 1
gritando - 1
gritar - 1
gross - 1
grossa - 1
grossas - 2
grosseirão - 1
grosseiras - 1
grosso - 3
grossos - 3
grotesco - 1
group - 1
grudal-o - 1
grudava - 1
grunhir - 1
grupo - 2
guapo - 1
guardada - 2
guardal-as - 1
guardal-o - 2
guardam - 1
guardar - 5
guardasse - 1
guarde - 1
guarde-as - 1
guardei - 3
guardo - 1
guela - 1
guerra - 5
guia - 1
guiando - 1
guiar - 1
guilhotina - 1
guinchos - 1
guloso - 1
gurgel - 12
gutenberg - 88
h - 1
ha - 152
habeis - 1
habito - 1
habitos - 2
habitual - 4
hade - 1
haja - 3
hão - 8
harmless - 1
hart - 1
has - 7
have - 7
havel-a - 1
havel-o - 3
havemos - 2
havendo - 8
haver - 21
haver-me - 4
haverá - 3
haverás - 1
haveria - 5
havia - 36
haviam - 3
haviamos - 4
havíamos - 1
havidas - 1
havido - 2
he - 2
hear - 1
hegyra - 1
hei - 14
heitor - 1
help - 3
herdeiras - 1
hesitação - 3
hesitações - 1
hesitar - 3
hesitei - 1
hesito - 1
hesitou - 4
hespanhol - 1
historia - 19
historiador - 1
historias - 3
historicos - 1
hoc - 1
hoje - 20
hold - 1
holder - 4
holmes - 1
holocausto - 1
hombrear - 1
hombro - 1
hombros - 2
homem - 69
homens - 12
homeopatha - 2
homeopathia - 2
homeopathicas - 1
homero - 6
homeros - 1
homoepathia - 1
honestidade - 2
honesto - 3
honestos - 1
honorarios - 2
honra - 3
honradas - 1
honras - 3
hontem - 6
hope - 1
hora - 29
horas - 24
horrivel - 2
horror - 1
horta - 1
hortar - 1
hospedarias - 2
hospede - 1
hostia - 3
houve - 14
houver - 2
houvera - 1
houvesse - 11
houvessem - 2
how - 4
however - 1
humana - 3
humanas - 3
humano - 2
humidos - 2
humilhação - 1
humilhado - 1
hundreds - 1
hygiene - 1
hypertext - 1
hypothese - 5
hypothetico - 1
hyssope - 1
i - 2
ia - 89
ia-lhe - 1
ia-me - 2
ia-se - 2
iago - 4
iam - 20
iam-lhe - 1
iam-se - 2
iamos - 14
ibera - 1
iberas - 1
ida - 3
idade - 1
ideia - 82
ideias - 20
identica - 1
identico - 1
identification - 1
identify - 1
ides - 1
ido - 6
idoneas - 1
idos - 1
if - 22
ignorancia - 1
ignoras - 1
ii - 4
iii - 2
ilha - 2
ilhas - 2
illuminar-me - 1
illusão - 8
illusões - 1
illustre - 1
illustres - 1
imagem - 6
imagens - 1
images - 2
imagina - 10
imaginação - 8
imaginações - 1
imaginal-o - 1
imaginamos - 1
imaginando - 1
imaginar - 1
imaginarás - 1
imaginava - 1
imagine - 1
imaginei - 2
imaginou - 1
imita - 3
imitação - 1
imitações - 3
imital-o - 2
imitar - 12
imitava - 1
immediações - 1
immediata - 1
immediate - 2
immensa - 2
immobilisava-lhe - 1
immoraes - 1
impaciencia - 4
impaciente - 3
imparciaes - 1
impede - 5
impedi - 1
impedil-o - 1
impedimento - 1
impedisse - 1
imperador - 16
imperativo - 1
imperfeição - 1
imperial - 4
imperio - 4
impeto - 5
impetos - 1
implicancia - 1
implicitamente - 1
implied - 2
impõe - 1
impôr-lhe - 1
importa - 5
importancia - 2
important - 1
importante - 4
importar - 1
importara - 1
importará - 1
importo - 1
importou - 1
imposed - 1
imposição - 1
impossivel - 6
impressa - 1
impressão - 7
impressionado - 1
impressões - 1
imprevista - 1
imprimil-o - 3
imprimir - 2
improperios - 1
improprias - 2
improprio - 1
improvavel - 1
improvisar - 1
imprudencia - 1
imprudente - 1
impulso - 6
impulsos - 3
in - 63
inaccurate - 1
inadmissiveis - 1
incerteza - 1
incerto - 2
incessantes - 1
incidental - 1
incidente - 4
incidentes - 2
incitas - 1
inclina-se - 1
inclinação - 3
inclinações - 1
inclinada - 1
inclinados - 1
inclinava-se - 2
inclinei-me - 3
inclinou-se - 2
include - 1
included - 3
includes - 1
including - 9
incoherencias - 1
incolor - 1
incommodo - 4
incompativeis - 1
incompativel - 1
incomplete - 1
inconciliaveis - 2
inconsciente - 1
inconscientemente - 2
incorrigivel - 1
increasing - 1
incredulidade - 1
incredulo - 1
incredulos - 1
incumbido - 1
incutir - 2
indagal-o - 1
indagar - 5
indagava - 1
indecente - 1
indelevel - 1
indemnify - 1
indemnity - 1
indescriptivel - 1
indicação - 1
indicações - 1
indicados - 1
indicando - 1
indicate - 1
indicating - 1
indice - 1
indifferença - 1
indignação - 2
indirect - 1
indirectly - 1
indispensavel - 1
indissoluvelmente - 1
individual - 4
individuo - 1
indo - 8
indole - 1
inertes - 1
inesperado - 1
inexperiencia - 1
inexplicaveis - 2
infancia - 10
infantilmente - 1
infecta - 2
infecto - 1
infeliz - 1
infelizes - 1
inferior - 1
inferno - 5
infestar-me - 1
infidelidade - 1
infinidade - 1
infinita - 1
infinitamente - 1
infinitas - 1
infinito - 7
infinitos - 1
influição - 1
influir - 1
informações - 1
information - 8
infringement - 1
infringir - 1
ingenua - 1
ingenuamente - 1
ingenuidade - 2
ingenuos - 1
ingeril-a - 1
inglez - 3
iniciaes - 1
inicial - 1
iniciou - 2
inimigo - 1
inimigos - 2
iniquidade - 1
injuria - 3
injurias - 1
injustas - 1
injustiças - 1
innocente - 3
innominavel - 1
inquieta - 2
inquietas - 1
inquieto - 3
inquietos - 1
inquiria-me - 1
inquirir - 1
inquiriu-me - 1
inscripção - 4
inseparaveis - 1
inseri - 1
inserir - 1
insigne - 1
insinuação - 1
insinuei - 1
insinuou - 2
insinuou-me - 1
insiste - 1
insistencia - 2
insistia - 2
insistir - 1
insistisse - 4
insistiu - 1
insomnia - 1
insonmia - 1
inspecção - 1
inspiração - 2
instantaneas - 1
instantaneo - 1
instante - 18
instantes - 20
instava - 1
instituições - 1
instrumento - 1
instrumentos - 1
insupportavel - 1
integral - 1
integralmente - 1
integridade - 1
inteira - 6
inteiramente - 17
inteiro - 2
intellectuaes - 1
intellectual - 2
intelligentes - 1
intenção - 11
intenções - 1
intensamente - 1
intensas - 1
intensidade - 1
intenso - 1
intensos - 2
intento - 1
intercalavam-se - 1
interessante - 4
interessantes - 2
interessar-se - 1
interesse - 11
interina - 2
interinas - 1
interinidade - 2
interino - 3
interior - 8
interiores - 1
interlocutor - 2
interlocutores - 1
interminaveis - 1
internacional - 1
internal - 1
international - 1
interno - 4
internuncio - 2
internuncios - 1
interpreted - 1
interroga - 1
interrogação - 2
interrogal-a - 1
interrogar - 2
interrogar-me - 1
interrogativamente - 2
interrogativas - 1
interrogatorio - 1
interrogava - 1
interromper - 3
interrompesse - 2
interrompeu - 5
interrompi - 2
interrompi-o - 1
interrompida - 3
interrupção - 2
interrupções - 1
intervallo - 2
intervallos - 2
interveiu - 3
intervenção - 4
intima - 4
intimar-lhe - 1
intimas - 2
intimativos - 1
intimidade - 10
intimo - 2
intimos - 1
intimou - 1
intimou-lhe - 1
intrepidamente - 1
intrigante - 1
intrigas - 2
intrometter-se - 1
intruso - 1
intuição - 1
intuito - 2
inuteis - 3
inutil - 2
inútil - 1
inutilisava - 1
invadir - 1
invalidity - 1
invalido - 1
invalidos - 7
inveja - 6
invejas - 5
invejassem - 1
invejo - 1
invenção - 1
invencivel - 2
inventa - 1
inventaram - 1
inventariei - 1
inventario - 1
inventava - 1
inventou - 2
inverso - 1
investe - 1
investidura - 3
investindo - 1
investissem - 1
invisivel - 1
involuntaria - 1
involuntariamente - 1
ir - 81
ir-se - 1
irá - 7
irás - 1
irei - 4
irem - 2
iremos - 4
iria - 16
iriam - 1
iriamos - 3
irmã - 3
irmão - 3
irmãos - 2
irmãs - 1
ironia - 2
ironias - 1
ironico - 1
irrespondiveis - 1
irritada - 2
irritado - 1
irs - 1
is - 22
isaac - 1
isento - 1
israelita - 1
isso - 60
isto - 91
it - 15
itaguahy - 4
italia - 2
italiano - 5
its - 3
iv - 2
ix - 5
j - 1
ja - 2
já - 164
jacarandá - 1
jamais - 1
janeiro - 7
janella - 25
janellas - 9
jannela - 1
janta - 2
jantado - 1
jantar - 19
jantares - 2
jantasse - 1
jantava - 1
jantei - 2
jantou - 1
jardim - 1
jardinar - 1
jardineiro - 1
jarretar - 1
jarretei - 1
jazesse - 1
jazia - 2
jehovah - 1
jerusalem - 1
jesus - 1
joanna - 1
joão - 9
joãosinho - 1
job - 1
joelho - 1
joelhos - 5
jogando - 4
jogar - 4
jogava - 2
jogo - 3
jogos - 1
joias - 5
jornaes - 6
jornalista - 1
josé - 160
joven - 9
jovial - 1
juizo - 3
juizos - 1
julga-se - 2
julgal-a - 1
julgasse - 1
julio - 1
junqueira - 1
juntamente - 1
juntando-se - 1
juntas - 5
juntei - 1
juntos - 12
jura - 7
jurada - 1
jurado - 1
juram - 2
juramento - 10
juramentos - 2
jurámos - 2
jurar - 4
jurasse - 1
jurava - 3
jurei - 3
juremos - 3
jurisdicção - 1
jurisprudencia - 1
juro - 12
jurou - 2
jury - 1
jus - 1
justamente - 15
justas - 1
justiça - 8
justificação - 1
justina - 55
justo - 3
justtina - 1
juventude - 2
k - 1
keep - 2
keeping - 2
kind - 1
know - 1
l - 2
lá - 58
labios - 8
lacerada - 1
laço - 1
lacrimosa - 1
lacuna - 2
lacunas - 2
ladeira - 3
lado - 27
lados - 6
lage - 1
lagos - 1
lagrima - 1
lagrimas - 19
laivo - 1
lake - 1
lamparina - 1
lampião - 3
lança - 1
lançada - 1
lançado - 1
